id_process;status;status_date;hashtags;id;url;title;description;upload_date;channel;duration;view_count;like_count;format;width;height;resolution;tbr;abr;acodec;vbr;fps;vcodec;container;filesize;filesize_approx;protocol;extractor;track;artist;genre;album;album_type;album_artist
38;Processed;20240406;#frevo;ipHIZmSvZpg;https://www.youtube.com/watch?v=ipHIZmSvZpg;Dança do Frevo Pernambucano Em homenagem a Maestro Spok;Dança do Frevo Pernambucano Em homenagem a Maestro Spok;20130531;Colégio Santa Maria;181;4079;28;136 - 1280x720 (720p);1280;720;;2312.481;;none;;25;avc1.4d401f;mp4_dash;52244153;;http_dash_segments;youtube;;;;;;
39;Processed;20240406;#frevo;46jD9XghP3k;https://www.youtube.com/watch?v=46jD9XghP3k;FREVO | Concurso de Passistas de Frevo do Recife 2024 - Categoria: juvenil II masculino;"Registros dos jovens passistas Flávio Mateus e Luiz Felipe, no Concurso de Passistas de Frevo do Recife 2024, da categoria juvenil II masculino! As apresentações aconteceram no Pátio de São Pedro e a realização foi da Prefeitura do Recife. 

Música 1: Lagrimas de folião, de Levino Ferreira. 
Música 2: Fátima, de Eufrásio Silvia 
Orquestra Botelho Frevo e Folia 

00:00 Flávio Mateus 
01:36 Luiz Felipe 

IMAGENS E EDIÇÃO: 
Maíra Passos/#NaPontadoPÉ 

SITE NA PONTA DO PÉ:
https://www.napontadope.com/

INSTAGRAM (@canalnapontadope):  
https://www.instagram.com/canalnapontadope

* Para compartilhar este vídeo, use o link! =) Não faça o download para reproduzir em outras mídias, sem autorização. Direitos  reservados. 

#Frevo #Dança #DançaPopular #Recife";20240227;Na Ponta do PÉ;199;168;22;137 - 1920x1080 (1080p);1920;1080;;4436.463;;none;;30;avc1.640028;mp4_dash;110541703;;http_dash_segments;youtube;;;;;;
40;Processed;20240406;#frevo;rqPQFRdDLfw;https://www.youtube.com/watch?v=rqPQFRdDLfw;FREVO | Concurso de Passistas de Frevo do Recife 2024 - Categoria: passistas de rua feminino;"Mais registos das apresentações do Concurso de Passistas de Frevo do Recife 2024! Desta vez, da categoria ""passistas de rua"" feminino, que é a categoria amadora adulta. 

As apresentações aconteceram no Pátio de São Pedro e a realização foi da Prefeitura do Recife. 

00:00 Gabriele Giovanna Lima (primeiro lugar!)  
01:15 Fabiana Freire Gusmão 
01:53 Maria José Pereira de Amorim 
02:53 Adai Araújo dos Santos 
03:37 Vera Lúcia Tomas da Silva 
04:25 Betânia Gonçalves da Silva 

IMAGENS E EDIÇÃO: 
Maíra Passos/#NaPontadoPÉ 

SITE NA PONTA DO PÉ:
https://www.napontadope.com/

INSTAGRAM (@canalnapontadope):  
https://www.instagram.com/canalnapontadope  

* Para compartilhar este vídeo, use o link! =) Não faça o download para reproduzir em outras mídias, sem autorização. Direitos  reservados. 

#Frevo #Dança #DançaPopular #Recife";20240228;Na Ponta do PÉ;286;135;9;137 - 1920x1080 (1080p);1920;1080;;4261.56;;none;;30;avc1.640028;mp4_dash;152083913;;http_dash_segments;youtube;;;;;;
41;Processed;20240406;#frevo;hw45mbJRaaQ;https://www.youtube.com/watch?v=hw45mbJRaaQ;FESTIVAL | Frevo Mulher, da Cia. de Frevo do Recife;"1º Festival de Vídeos de Dança Na Ponta do PÉ apresenta: Frevo Mulher, da Cia. de Frevo do Recife (PE) 

SINOPSE:
Coreografia da Cia. de Frevo do Recife, que busca evidenciar a mulher passista, sua força, beleza e resistência. 

FICHA TÉCNICA: 
Coreógrafa: Bruna Renata 
Música: Frevo Mulher 
Passistas: Nicoly Nascimento, Suelen Kerolayne e Bruna Renata 

CONTATOS DA CIA: 
Instagram: https://www.instagram.com/ciadefrevodorecife/ 
Youtube: https://www.youtube.com/channel/UCGlYr4U-mH5kU2TslnVkAsg 

SITE NA PONTA DO PÉ:
https://www.napontadope.com/​

INSTAGRAM (@canalnapontadope):  
https://www.instagram.com/canalnapontadope

* Para compartilhar este vídeo, use o link! =) Não faça o download para reproduzir em outras mídias, sem autorização. Direitos autorais reservados.

#NaPontadoPÉ #Festival #Dança";20211206;Na Ponta do PÉ;115;4021;129;137 - 1920x1080 (1080p);1920;1080;;4173.426;;none;;30;avc1.640028;mp4_dash;59870931;;http_dash_segments;youtube;;;;;;
42;Processed;20240406;#frevo;PmQwILQCEGU;https://www.youtube.com/watch?v=PmQwILQCEGU;DIA DO FREVO | Top 5 Na Ponta do PÉ;"Neste 14 de setembro, é comemorado o Dia Nacional do Frevo! Como a gente ama compartilhar esse ritmo pernambucano, que é Patrimônio Cultural Imaterial da Humanidade, trouxemos trechinhos dos TOP 5 de vídeos de frevo mais visualizados aqui no canal! 

Todos os vídeos foram feitos durante as cobertura de Na Ponta do PÉ (imagens autorais), de apresentações de frevo antes da pandemia. 

00:00 Dia do Frevo 
01:32 Concurso de Passista de Frevo Masculino
03:40 Concurso de Passista de Frevo Feminino 
05:25 Mostra Mirim de Frevo 
06:32 Cia. de Frevo do Recife
07:22 Escola de Frevo do Recife

CONTEÚDO, IMAGENS E EDIÇÃO:
Maíra Passos/#NaPontadoPÉ

SITE NA PONTA DO PÉ:
https://www.napontadope.com/​

INSTAGRAM (@canalnapontadope):  
https://www.instagram.com/canalnapontadope. 

* Para compartilhar este vídeo, use o link! =) Não faça o download para reproduzir em outras mídias, sem autorização. Direitos autorais reservados.";20210914;Na Ponta do PÉ;486;6464;29;137 - 1920x1080 (1080p);1920;1080;;2729.494;;none;;30;avc1.640028;mp4_dash;165679965;;http_dash_segments;youtube;;;;;;
43;Processed;20240406;#frevo;2D_k0XcIoFQ;https://www.youtube.com/watch?v=2D_k0XcIoFQ;FREVO | Cia. de Frevo do Recife, durante ensaio;"Breve registro de ensaio da Cia. de Frevo do Recife, que estava relembrando uma das suas coreografias, durante ensaio aberto no pátio do Cais do Sertão, no Recife Antigo. 

Música: Duda no Frevo
Coreógrafo: Alexandre Macedo 

IMAGENS: 
Maíra Passos/#NaPontadoPÉ 

SITE NA PONTA DO PÉ:
https://www.napontadope.com/​

INSTAGRAM (@canalnapontadope):  
https://www.instagram.com/canalnapontadope 

* Para compartilhar este vídeo, use o link! =) Não faça o download para reproduzir em outras mídias, sem autorização. Direitos  reservados. 

#Dança #Frevo";20210507;Na Ponta do PÉ;47;927;18;137 - 1920x1080 (1080p);1920;1080;;3269.931;;none;;30;avc1.640028;mp4_dash;19006066;;http_dash_segments;youtube;;;;;;
44;Processed;20240406;#frevo;n8_e-DG2Uag;https://www.youtube.com/watch?v=n8_e-DG2Uag;Frevo, com Guerreiros do Passo;"Demonstração exclusiva de Valdemiro Neto, dos Guerreiros do Passo, para #NaPontadoPÉ

#Dança #DançaPopular #Frevo #Recife #Pernambuco";20141016;Na Ponta do PÉ;58;711;8;134-dash - 640x360 (DASH video);640;360;;633.311;;none;;24;avc1.4d401e;mp4_dash;4182435;;http_dash_segments;youtube;;;;;;
45;Processed;20240406;#frevo;OgZKnliedNc;https://www.youtube.com/watch?v=OgZKnliedNc;FREVO | Com a Cia. de Frevo do Recife;"Apresentação da Cia. de Frevo do Recife no espetáculo ""Thiago Soares e Amigos"", no Teatro Guararapes. NOTÍCIAS DE DANÇA: http://www.napontadope.com/ 

🎥 #NaPontadoPÉ

#Dança #DançaPopular #Frevo";20190831;Na Ponta do PÉ;201;2023;46;136 - 1280x720 (720p);1280;720;;1301.146;;none;;30;avc1.64001f;mp4_dash;32604443;;http_dash_segments;youtube;;;;;;
46;Processed;20240406;#frevo;qzQFCewbUH0;https://www.youtube.com/watch?v=qzQFCewbUH0;FREVO | Mostra de Frevo Mirim do Recife 2020;"Participantes da Mostra de Frevo do Recife 2020, com crianças de 6 a 11 anos, como abertura do Concurso de Passistas de Frevo do Recife. 

IMAGENS: Maíra Passos/#NaPontadoPÉ
NOTÍCIAS DE DANÇA: http://napontadope.com/ 

* Para compartilhar este vídeo, use o link! =) Não faça o download para reproduzir em outras mídias, sem autorização. Direitos  reservados. 

#Dança #Frevo #Recife";20200213;Na Ponta do PÉ;165;2597;56;137 - 1920x1080 (1080p);1920;1080;;4364.049;;none;;30;avc1.640028;mp4_dash;90081064;;http_dash_segments;youtube;;;;;;
47;Processed;20240406;#frevo;_oBWZ5p5wFo;https://www.youtube.com/watch?v=_oBWZ5p5wFo;FREVO | Coreografia da Escola de Frevo do Recife;"Apresentação da Escola de Frevo do Recife, contando com elementos da dança popular pernambucana, como frevo e caboclinho! No Teatro Luiz Mendonça (Boa Viagem, Recife)

IMAGENS: Maíra Passos/#NaPontadoPÉ

* Para compartilhar este vídeo, use o link! =) Não faça o download para reproduzir em outras mídias, sem autorização. Direitos  reservados. 

#Dança #DançaPopular #Frevo #Recife";20200117;Na Ponta do PÉ;120;924;25;137 - 1920x1080 (1080p);1920;1080;;4285.554;;none;;30;avc1.640028;mp4_dash;64408129;;http_dash_segments;youtube;;;;;;
48;Processed;20240406;#frevo;cJHzw1yDkwg;https://www.youtube.com/watch?v=cJHzw1yDkwg;Festival do Folclore Pequena Dama- Frevo/Projeto aprovado no edital de Dança da lei Aldir Blanc.;;20210613;AC Pequena Dama;221;42;2;299 - 1440x1080 (1080p60);1440;1080;;3434.746;;none;;60;avc1.64002a;mp4_dash;94941979;;http_dash_segments;youtube;;;;;;
49;Processed;20240406;#frevo;iYksvzLAnpw;https://www.youtube.com/watch?v=iYksvzLAnpw;"Destramelar - Espetáculo de Frevo ""DNA do Passo""";"Um resumo do que é o nosso espetáculo DNA do Passo pra dar aquele gostinho! 

Quer ver nosso espetáculo completo?
Clica aqui: https://youtu.be/zH77gA14Oe0


E se a ideia de movimento encontrada em muitas das pinturas rupestres nos sítios arqueológicos mundo a fora revelassem que a dança já estava ali, latente em nosso peito (e pés)? Convidamos a navegar junto conosco nos maravilhosos devaneios dos Coreógrafos Pedro Pernambuco e Carmen Queiroz, pois, se é assim, com certeza aqui nesta parte do planeta o Frevo deu seus “primeiros passos” ainda quando o ser humano nem se colocava de pé...
É nessa viagem que o Destramelar busca a história da evolução do nosso DNA ""frevista"", indo desde sua origem até o futuro. Assim, trazemos à cena o “Primates pernambucanus” e apresentamos sua trajetória desde o tempo das cavernas até o futuro intergalático, onde os passistas conquistam os céus levando o frevo à lua!
O espetáculo DNA DO PASSO tem como objetivo principal reverenciar, de forma lúdica e poética, os Mestres do Frevo, da Dança Popular e todos aqueles que transformaram a luta e resistência do nosso povo também em patrimônio imaterial da humanidade.
Assim, vamos através de uma viagem mirabolante, efervescente e divertida em busca de uma explicação da gênese do Frevo, indo desde a origem do “Primates pernambucanus” até o futuro onde os passistas levam o frevo à lua, em referência à divulgação e preservação do nosso frevo.";20200502;Grupo Destramelar;348;631;17;137 - 1920x1080 (1080p);1920;1080;;2826.184;;none;;24;avc1.640028;mp4_dash;122929133;;http_dash_segments;youtube;;;;;;
